LON,LAT
-73.981544,40.768271999999996
-73.980469,40.753902000000004
-73.967148,40.761005
-73.982315,40.773376
-73.98511500000001,40.758614
-73.9739,40.755435999999996
-73.97197,40.765568
-73.971886,40.756873999999996
-73.982658,40.772282000000004
-73.948059,40.774693
-73.982407,40.775909000000006
-73.870399,40.772606
-73.990501,40.738037
-73.969841,40.765636
-73.959282,40.781658
-74.013611,40.702259000000005
-73.990608,40.754948
-73.977661,40.753651
-73.947174,40.771664
-73.998108,40.722721
-74.002853,40.723579
-73.960289,40.769527000000004
-73.980751,40.764603
-73.97177099999999,40.782139
-73.978256,40.756783
-73.97841600000001,40.748489
-73.98812099999999,40.748177
-73.982101,40.7691
-73.975883,40.760448
-73.964775,40.761616
-73.949898,40.793282
-73.978378,40.774731
-73.954666,40.777634
-73.97511300000001,40.751877
-74.002625,40.733803
-73.966431,40.789268
-73.98712900000001,40.758278000000004
-73.990891,40.750766999999996
-73.97554000000001,40.751366
-73.962234,40.781185
-73.978165,40.757263
-73.986221,40.752396000000005
-73.971535,40.780941
-73.95018,40.78722
-73.991158,40.750408
-73.87559499999999,40.771427
-73.972404,40.797512
-73.977432,40.758784999999996
-73.973412,40.763977000000004
-73.96772,40.792534
-73.99221800000001,40.767990000000005
-73.97758499999999,40.761047
-73.95431500000001,40.767979
-73.98201,40.771763
-73.97179399999999,40.765957
-73.999718,40.724506
-73.9842,40.752769
-73.981758,40.754738
-73.978699,40.763329
-73.971062,40.766907
-73.97919499999999,40.754559
-73.96446999999999,40.807198
-73.990913,40.755775
-74.006477,40.705963
-73.982437,40.773449
-73.962585,40.778766999999995
-73.978363,40.761127
-73.972298,40.765274
-73.978256,40.729149
-74.001671,40.745968
-73.97357199999999,40.757099
-73.979538,40.766449
-73.974625,40.760841
-73.9748,40.787696999999994
-73.961967,40.763653000000005
-73.981728,40.764668
-73.976173,40.723597999999996
-73.982185,40.727993
-73.98259,40.694241
-73.985413,40.752808
-73.980347,40.767773
-73.972687,40.764675
-73.978432,40.7537
-73.985733,40.746445
-73.977882,40.763141999999995
-73.98234599999999,40.769356
-73.962654,40.764328000000006
-73.99247,40.75666
-73.982208,40.777198999999996
-73.98011,40.765636
-73.95468100000001,40.775639
-73.955597,40.785149
-73.989616,40.756264
-73.994087,40.723122
-73.965714,40.762691
-73.974571,40.756221999999994
-73.988617,40.750305
-73.984177,40.779736
-74.000328,40.741347999999995
-73.977409,40.758446
-73.975868,40.776466
-73.978065,40.783619
-73.982277,40.76239
-73.962479,40.781281
-73.991776,40.749328999999996
-73.968452,40.762341
-73.984688,40.7481
-73.992485,40.760925
-73.97093199999999,40.788181
-73.974365,40.783122999999996
-73.984436,40.759678
-73.988579,40.749973
-73.965836,40.765388
-73.98494699999999,40.768986
-73.948669,40.795811
-73.994377,40.717220000000005
-73.996353,40.73193
-73.950554,40.775402
-73.978859,40.75407
-73.977654,40.736332
-73.979271,40.755852000000004
-73.989777,40.752193
-73.9842,40.74884
-73.973923,40.763187
-73.96169300000001,40.773792
-73.972557,40.745895000000004
-73.986877,40.756134
-73.968811,40.779083
-74.016518,40.716576
-73.97451,40.761738
-73.985512,40.759258
-73.95386500000001,40.733143
-73.963631,40.765652
-73.972672,40.780869
-73.957222,40.783115
-73.870255,40.773453
-73.98259,40.771629
-73.979286,40.773678000000004
-73.983551,40.760818
-73.964394,40.776096
-73.961182,40.806618
-73.98174300000001,40.755177
-73.98164399999999,40.764336
-73.981003,40.760895
-73.969032,40.791168
-73.983459,40.757121999999995
-73.98754100000001,40.760502
-73.980492,40.782906
-73.980118,40.782177000000004
-73.966858,40.765846
-73.981613,40.762978000000004
-73.973564,40.779659
-73.99511700000001,40.769740999999996
-74.010674,40.703022
-73.971703,40.760456
-73.86279300000001,40.730270000000004
-73.981789,40.783619
-73.987701,40.744259
-73.947189,40.772521999999995
-73.970146,40.768127
-73.992058,40.765685999999995
-73.949997,40.781086
-73.972961,40.764263
-73.989479,40.774529
-73.99131,40.738861
-73.97805,40.763836
-73.979713,40.755817
-73.98693100000001,40.744221
-73.97924,40.776817
-73.977692,40.753840999999994
-73.963631,40.7561
-73.99135600000001,40.751265999999994
-73.959671,40.767754
-73.973541,40.757721000000004
-73.963364,40.762077000000005
-73.990616,40.731369
-73.990959,40.749588
-73.988426,40.764140999999995
-73.969223,40.760708
-73.98996700000001,40.740883000000004
-73.949402,40.772881
-73.962463,40.781258
-74.011589,40.704890999999996
-73.97605899999999,40.765705
-73.970673,40.767757
-73.991585,40.750069
-73.973381,40.763884999999995
-73.988373,40.779274
-73.993553,40.7589
-73.972572,40.781033
-73.966736,40.764294
-74.001114,40.729134
-73.980789,40.773559999999996
-73.983406,40.760791999999995
-73.968025,40.76469
-73.96979499999999,40.762596
-73.98996,40.741001000000004
-73.98039200000001,40.764938
-73.977409,40.75959
-73.98703,40.755565999999995
-73.991333,40.750523
-73.962326,40.779179
-73.952118,40.785526000000004
-73.98175,40.76556
-73.97747,40.782944
-73.97893499999999,40.775059000000006
-73.982674,40.782291
-74.016464,40.711407
-73.99584200000001,40.75959
-73.97665400000001,40.750351
-73.965378,40.790504
-73.988922,40.740559000000005
-73.963226,40.754166
-73.961601,40.806301
-73.973244,40.764099
-73.979401,40.757381
-73.972595,40.764786
-73.971237,40.758266
-73.99135600000001,40.751244
-73.96721600000001,40.757633
-73.980164,40.752506
