LON,LAT
-73.976601,40.667010999999995
-73.978813,40.724090999999994
-74.03780400000001,40.615582
-73.91812900000001,40.773575
-73.96803299999999,40.758472
-73.988892,40.758102
-74.007133,40.727299
-73.972557,40.756344
-73.963486,40.802753
-73.838036,40.878075
-73.980438,40.764046
-73.986855,40.739319
-73.941963,40.719105
-73.97563199999999,40.795795
-73.97287800000001,40.785664000000004
-73.98716,40.728396999999994
-73.91436800000001,40.849998
-73.984184,40.742367
-73.965591,40.674294
-73.955811,40.778960999999995
-74.001762,40.733891
-73.950928,40.770706
-73.986191,40.777481
-73.95558199999999,40.770924
-73.74809300000001,40.729801
-74.000031,40.733109000000006
-73.973465,40.668949
-73.995285,40.715626
-73.97155,40.757725
-74.015198,40.708393
-73.947174,40.764484
-74.002625,40.728415999999996
-73.983673,40.729766999999995
-73.960655,40.768966999999996
-73.98455,40.728660999999995
-73.965714,40.773651
-73.979141,40.761757
-73.98674,40.719639
-73.957893,40.768532
-73.990372,40.730633000000005
-73.99850500000001,40.734660999999996
-73.98867800000001,40.771667
-73.983597,40.721539
-73.98090400000001,40.675838
-73.99026500000001,40.761897999999995
-73.95108,40.791012
-73.872505,40.774326
-73.991783,40.738209000000005
-73.85084499999999,40.684208
-73.972939,40.750237
-73.964943,40.759304
-73.986298,40.665287
-73.991066,40.696178
-73.951782,40.778095
-73.98584699999999,40.753368
-73.97429699999999,40.746445
-73.921242,40.739779999999996
-73.981812,40.749859
-74.00833100000001,40.707325
-73.970886,40.751083
-73.988091,40.774868
-73.914299,40.766102000000004
-73.940735,40.723446
-73.859703,40.726063
-73.958794,40.76403
-73.990112,40.762337
-73.98105600000001,40.765244
-73.982063,40.751568
-73.78971899999999,40.64698
-73.977631,40.663746
-73.961823,40.776142
-73.956108,40.77132
-73.90106999999999,40.714676000000004
-73.988258,40.737324
-73.990593,40.745186
-73.973457,40.751919
-73.931625,40.765339000000004
-73.84921999999999,40.722343
-74.035149,40.745911
-73.96889499999999,40.760428999999995
-73.952682,40.788231
-74.00301400000001,40.707446999999995
-73.99237099999999,40.735565
-73.965294,40.801163
-73.965019,40.766636
-73.972664,40.755928000000004
-73.84874,40.738895
-73.818344,40.664532
-73.9674,40.75362
-73.973,40.688694
-73.92311099999999,40.764801
-73.989517,40.777115
-73.939064,40.80508
-73.924492,40.752327
-73.96079300000001,40.711857
-74.00795699999999,40.706745
-73.98382600000001,40.759396
-73.981873,40.784725
-74.014999,40.712383
-73.949135,40.784653000000006
-73.98613,40.761875
-73.82511099999999,40.740790999999994
-73.92617800000001,40.739166
-73.89194499999999,40.751076
-73.791641,40.682178
-73.99002800000001,40.756538
-73.979614,40.745533
-73.892128,40.746971
-73.98365,40.755726
-73.978516,40.758259
-73.93795,40.855472999999996
-73.987526,40.743946
-73.94091,40.755814
-73.974113,40.755657
-73.991508,40.746815000000005
-73.871353,40.773907
-73.959389,40.809345
-73.944717,40.716648
-73.86155699999999,40.768314000000004
-73.916588,40.780281
-73.999969,40.734795
-73.978172,40.727592
-73.96820799999999,40.689838
-73.953499,40.770988
-74.007622,40.740875
-73.980026,40.669502
-73.949989,40.780285
-73.96244,40.686359
-73.987747,40.730946
-73.958206,40.713436
-73.973015,40.749355
-73.99380500000001,40.693932000000004
-73.941422,40.835876
-73.907188,40.692776
-73.945251,40.778595
-73.874161,40.773727
-73.991203,40.763657
-73.96431700000001,40.803219
-73.969551,40.763199
-73.93940699999999,40.847878
-73.992287,40.749054
-73.979218,40.763988
-73.983147,40.750446000000004
-73.910988,40.654388
-73.981064,40.762169
-73.976479,40.751045
-73.984116,40.759075
-73.92486600000001,40.762806
-73.939018,40.805042
-73.960899,40.801746
-73.790131,40.646904
-73.95056899999999,40.821575
-73.862877,40.768776
-73.861198,40.727837
-73.962021,40.719623999999996
-73.957497,40.811718
-73.985504,40.738461
-73.97345,40.760391
-73.87043,40.773804
-73.99655899999999,40.742165
-73.988075,40.689762
-73.989838,40.760609
-73.985863,40.734631
-73.872498,40.77446
-73.869934,40.769871
-73.925674,40.652889
-73.848534,40.790878
-73.984695,40.776756
-73.857925,40.724934000000005
-73.99767299999999,40.616337
-73.986275,40.745983
-73.94792199999999,40.776249
-73.97216,40.796638
-73.96238699999999,40.759128999999994
-73.953827,40.804623
-73.952126,40.809146999999996
-73.935448,40.850117
-73.835526,40.701988
-73.95311,40.813477
-73.75657700000001,40.811398
-73.963791,40.803108
-73.973663,40.746117
-73.960098,40.806435
-73.973679,40.779263
-73.985069,40.757618
-74.0159,40.715332000000004
-73.981613,40.72459
-73.90810400000001,40.886463
-73.961113,40.767399
-73.867592,40.767933
-73.973206,40.754288
-73.95656600000001,40.802994
-73.974236,40.678883
-74.011909,40.717289
-73.970039,40.761925
-73.969955,40.801308
-73.82888,40.728443
-74.00565300000001,40.708477
-73.942482,40.844501
-73.95465899999999,40.767241999999996
-73.988014,40.768741999999996
-73.954254,40.768158
-73.993515,40.757335999999995
-74.00386,40.726986
-73.982964,40.769241
-73.992638,40.756512
-73.948029,40.801292
-73.975189,40.756145000000004
-73.987274,40.70248
-73.975677,40.755096
-73.985878,40.759071
-74.001335,40.709831
-73.98143,40.773834
-73.844528,40.851310999999995
-73.855766,40.71542
-73.999466,40.693108
-73.97402199999999,40.7519
-73.941956,40.672523
-73.978157,40.789085
-74.00273100000001,40.747082
-73.992401,40.751098999999996
-73.857384,40.853714000000004
-74.00354,40.732566999999996
-73.982254,40.745289
-73.982925,40.692726
-73.96835300000001,40.641815
-73.96077700000001,40.77599
-73.98264300000001,40.779109999999996
-73.984215,40.668156
-73.973892,40.756027
-73.977242,40.745426
-73.916489,40.771491999999995
-73.924561,40.771915
-73.870346,40.772064
-74.01325200000001,40.704665999999996
-73.962616,40.763325
-73.96611800000001,40.754768
-74.00164000000001,40.726089
-74.005051,40.720081
-73.94680799999999,40.80035
-73.983498,40.743858
-73.997017,40.721367
-73.957352,40.720207
-73.98722099999999,40.745548
-73.865814,40.771015000000006
-73.921272,40.743721
-74.008575,40.717155
-73.973373,40.75602
-73.917015,40.770763
-73.974396,40.751391999999996
-73.986183,40.755871
-73.978561,40.762440000000005
-73.963432,40.709438
-73.984039,40.760139
-73.987373,40.755306
-73.989563,40.719078
-73.945992,40.780487
-73.98383299999999,40.759937
-73.832184,40.759724
-73.921379,40.761494
-73.98204799999999,40.755646
-73.994461,40.719696
-73.981499,40.687271
-73.986855,40.733208000000005
-73.93547099999999,40.857368
-73.972359,40.749264000000004
-74.00923900000001,40.715247999999995
-73.976807,40.751633
-73.977745,40.749619
-73.92259200000001,40.765587
-73.900681,40.675715999999994
-73.97261,40.756393
-73.983337,40.718742
-73.97341899999999,40.784737
-73.988258,40.731094
-73.863754,40.769382
-73.985985,40.76247
-73.965752,40.758537
-73.958763,40.578568
-74.00956,40.735577
-74.017197,40.705433
-74.004013,40.751746999999995
-73.978142,40.675518
-74.006035,40.739929
-73.916237,40.762421
-73.954536,40.765984
-73.98748,40.756465999999996
-73.99006700000001,40.727333
-73.940163,40.84367
-73.97962199999999,40.763889
-73.971939,40.757999
-73.975044,40.746821999999995
-73.93950699999999,40.668301
-73.98226899999999,40.757633
-73.986992,40.739216
-73.979935,40.761162
-73.97827099999999,40.762726
-73.70129399999999,40.776962
-73.973412,40.760372
-73.989174,40.756157
-73.858078,40.734524
-73.97827099999999,40.729015000000004
-73.878075,40.770103000000006
-74.006721,40.741566
-73.99056999999999,40.751144000000004
-73.997261,40.660896
-74.005478,40.710255
-73.979118,40.762035
-73.961105,40.771972999999996
-73.98925799999999,40.754566
-73.985168,40.758018
-73.992485,40.756493
-73.974762,40.757339
-73.978645,40.761996999999994
-73.97449499999999,40.755039000000004
-73.955513,40.696873
-73.985748,40.743858
-73.959549,40.625384999999994
-73.971008,40.757961
-74.000336,40.719963
-73.96124300000001,40.813782
-74.009323,40.714088000000004
-73.990753,40.759361
-73.989822,40.767047999999996
-73.989944,40.775993
-73.93435699999999,40.758595
-73.986954,40.716007
-73.99916800000001,40.744293
-73.996674,40.729706
-73.985954,40.759192999999996
-73.981041,40.762085
-73.94787600000001,40.777176000000004
-73.96051,40.772346
-73.981125,40.764839
-73.88887,40.818096000000004
-73.939018,40.805099
-73.986145,40.733795
-73.97698199999999,40.749283
-73.99939,40.734161
-73.99044,40.751427
-73.986023,40.75885
-73.953835,40.770267
-73.972954,40.74881
-73.60170699999999,40.717789
-73.979324,40.749809
-73.951027,40.671721999999995
-73.98513,40.742134
-73.978928,40.766777000000005
-74.007545,40.706409
-73.840111,40.719485999999996
-73.99361400000001,40.751396
-73.986046,40.750060999999995
-73.974701,40.755520000000004
-73.97863000000001,40.762074
-73.98496999999999,40.751095
-74.00926199999999,40.710938
-73.913635,40.7733
-73.971413,40.746735
-74.017746,40.706669
-73.954041,40.763965999999996
-73.961639,40.767658000000004
-74.013382,40.637806
-73.970596,40.761532
-73.809875,40.712795
-73.971687,40.643845
-73.98895999999999,40.744541
-73.961136,40.756747999999995
-73.985237,40.743904
-73.933472,40.754814
-73.979729,40.739365
-73.953644,40.766403000000004
-73.986374,40.754444
-73.991241,40.755203
-73.978569,40.760059000000005
-73.971756,40.797115000000005
-73.978409,40.734435999999995
-73.973206,40.752514
-73.987976,40.738129
-73.97874499999999,40.75943
-73.97371700000001,40.756275
-74.006744,40.752071
-73.992287,40.742474
-73.975494,40.746887
-73.974373,40.759392
-73.97931700000001,40.762283000000004
-73.83094,40.85548
-73.954674,40.780815000000004
