dropoff_longitude,pickup_longitude,pickup_latitude,dropoff_latitude
-73.956497,-73.976639,40.765834999999996,40.775185
-73.976135,-73.966125,40.794773,40.781006
-74.003853,-73.939346,40.816364,40.725947999999995
-73.957397,-73.987358,40.762787,40.778584
-73.965683,-73.978516,40.782852,40.771896000000005
-73.98362,-73.992615,40.745232,40.741535
-73.990852,-73.985451,40.760845,40.750893
-73.985023,-73.984032,40.769196,40.774048
-73.985123,-73.95755,40.785423,40.747639
-74.006805,-74.010933,40.716460999999995,40.735619
-74.003189,-73.991974,40.743973,40.74905
-73.955391,-73.963264,40.765816,40.778744
-73.98098,-73.980339,40.780586,40.763668
-73.984657,-73.96701800000001,40.763214000000005,40.760914
-73.87043,-73.87043,40.773804,40.773804
-74.006096,-73.97773000000001,40.757816,40.738116999999995
-73.963562,-73.985275,40.764977,40.766232
-73.960426,-73.97511300000001,40.757084000000006,40.772549
-74.005989,-73.994652,40.739585999999996,40.72348
-73.981201,-74.005341,40.729019,40.774845
-74.00173199999999,-74.001602,40.741046999999995,40.755646
-74.014412,-73.996666,40.734936,40.709763
-73.98266600000001,-73.94770799999999,40.783543,40.771587
-73.990181,-73.972588,40.762848,40.751476000000004
-73.988945,-73.981583,40.774017,40.763465999999994
-73.974823,-73.95773299999999,40.776573,40.783112
-73.969383,-73.95459699999999,40.805668,40.78529
-74.003502,-73.982407,40.678490000000004,40.676327
-73.96820799999999,-73.963074,40.775185,40.770828
-73.982391,-73.988701,40.670177,40.682732
-73.966324,-73.956825,40.781059,40.764942
-73.973885,-73.98069,40.782314,40.79306
-73.978798,-73.96573599999999,40.758747,40.750164
-73.995613,-73.995613,40.753113,40.753113
-73.949173,-73.953468,40.779739,40.785412
-73.985748,-73.977364,40.753215999999995,40.766135999999996
-73.954208,-73.948883,40.788513,40.778960999999995
-73.990997,-73.979996,40.746265,40.748740999999995
-73.919403,-74.00631700000001,40.739666,40.843075
-73.948593,-73.96668199999999,40.804359000000005,40.834171000000005
-73.99655899999999,-73.86277,40.769241,40.742165
-73.98230699999999,-73.958099,40.767036,40.774143
-73.985741,-73.987114,40.729301,40.722813
-74.009552,-73.98539,40.741959,40.730545
-73.967896,-73.987251,40.775341,40.801804
-73.988701,-73.998405,40.717194,40.727309999999996
-73.967621,-73.98078199999999,40.779976,40.800426
-73.99342299999999,-74.000847,40.737179,40.738625
-73.95944200000001,-73.972107,40.749947,40.775203999999995
-73.98951,-73.980637,40.748177,40.731689
-73.991821,-73.977524,40.757992,40.748932
-73.97174100000001,-73.974487,40.752098,40.7491
-73.956757,-73.96835300000001,40.755035,40.766918
-73.961899,-73.975105,40.765087,40.761978000000006
-73.982239,-73.975899,40.758438,40.763069
-73.99787099999999,-73.990326,40.731041,40.733982
-73.966347,-73.96257,40.779057,40.789871000000005
-74.005165,-74.004257,40.741554,40.756271000000005
-73.990379,-73.98732,40.760658,40.757092
-73.961365,-73.97288499999999,40.759171,40.768772
-74.00395999999999,-74.00856800000001,40.717487,40.749302
-73.958069,-73.969627,40.763763,40.783073
-73.958488,-73.961334,40.765071999999996,40.772789
-73.852234,-73.977463,40.757805,40.736038
-73.985558,-74.004295,40.725502,40.739036999999996
-73.99114200000001,-73.982681,40.782429,40.761124
-73.985855,-73.985886,40.730244,40.740916999999996
-73.954346,-73.965721,40.769627,40.774364
-74.002701,-73.984245,40.743607,40.732006
-73.9907,-74.005348,40.728058000000004,40.769917
-73.970978,-73.976036,40.760201,40.750996
-73.923393,-73.957596,40.780033,40.83625
-73.988823,-73.974037,40.757023,40.760094
-73.969391,-73.975548,40.789584999999995,40.798199
-73.990852,-73.99897,40.734241,40.731544
-73.992615,-73.99176800000001,40.745135999999995,40.736549
-74.010178,-74.014801,40.715767,40.733444
-73.98066700000001,-74.004524,40.707603000000006,40.721676
-73.944801,-73.950455,40.714065999999995,40.727486
-73.991982,-74.003281,40.717316,40.718739
-74.000679,-73.99346899999999,40.736412,40.738098
-74.005829,-74.006355,40.749786,40.742077
-73.952545,-73.970871,40.755404999999996,40.772686
-73.971092,-73.971092,40.793461,40.793461
-74.003647,-73.990875,40.753601,40.747719000000004
-73.95407900000001,-73.966782,40.761520000000004,40.775397999999996
-73.97827099999999,-73.961014,40.780964000000004,40.772984
-73.970016,-73.978912,40.744942,40.758518
-74.005363,-74.00814799999999,40.709922999999996,40.721268
-73.9972,-73.98056,40.734219,40.716667
-73.97618100000001,-73.989754,40.762226,40.75679
-73.98185,-73.966911,40.757179,40.736683
-73.986305,-73.992317,40.754284000000006,40.777351
-73.973984,-73.9842,40.759869,40.764599
-73.9673,-73.962234,40.779118,40.76339
-73.976845,-73.962227,40.778984,40.753349
-73.99413299999999,-73.961403,40.774498,40.735291
-73.940811,-73.99947399999999,40.739052,40.844631
-73.98782299999999,-73.984688,40.74588,40.720978
-73.987045,-73.9814,40.755524,40.758728000000005
-73.973129,-73.983261,40.741347999999995,40.673553000000005
-73.989166,-73.980087,40.732582,40.731697
-73.966675,-73.94966099999999,40.777039,40.767464000000004
-73.9935,-73.987892,40.732731,40.752254
-73.978142,-73.98838,40.74905,40.786259
-73.943413,-73.99601700000001,40.726639,40.784908
-73.976547,-73.97694399999999,40.790217999999996,40.765858
-73.958839,-73.985725,40.758091,40.81477
-73.981575,-74.00502,40.719456,40.746895
-73.966278,-73.947464,40.771190999999995,40.759769
-73.982391,-73.981155,40.781811,40.775734
-73.999001,-74.005531,40.750881,40.748047
-74.00415,-73.992134,40.742477,40.742802000000005
-73.97728000000001,-73.96030400000001,40.766384,40.75227
-73.988075,-73.87442,40.773983,40.689762
-73.983429,-73.992416,40.748451,40.741516
-73.98313900000001,-73.971855,40.749947,40.734885999999996
-73.985168,-73.991005,40.770145,40.768703
-73.965111,-73.98318499999999,40.773354,40.759361
-74.002083,-73.99324,40.757271,40.761276
-73.95416999999999,-73.974701,40.783112,40.763802
-73.981499,-73.995003,40.740196000000005,40.738132
-73.958534,-73.973343,40.761821999999995,40.780407000000004
-73.993011,-73.99650600000001,40.732155,40.748745
-74.001816,-73.991127,40.717442,40.727985
-73.981606,-73.992165,40.755142,40.724585999999995
-73.989838,-73.87293199999999,40.774071,40.760609
-73.990562,-74.003525,40.707924,40.728645
-73.989868,-73.97796600000001,40.74638,40.755402000000004
-73.985313,-73.96096,40.765053,40.757595
-73.968063,-73.976433,40.785892,40.799053
-73.97171800000001,-73.981148,40.759258,40.762684
-73.984413,-73.966751,40.761261,40.759613
-73.985863,-73.862801,40.769562,40.734631
-73.974251,-73.97719599999999,40.763107,40.755161
-73.989052,-73.96644599999999,40.764683000000005,40.757942
-73.98133100000001,-73.99655899999999,40.72533,40.74176
-73.970612,-73.981674,40.778801,40.794212
-73.988518,-74.000381,40.732426000000004,40.774570000000004
-74.002205,-74.002098,40.715321,40.743649
-73.982292,-73.98120899999999,40.720535,40.693565
-73.96018199999999,-73.970184,40.756588,40.776608
-74.002762,-73.781876,40.644726,40.724940999999994
-73.982529,-73.958466,40.777423999999996,40.77256
-73.96601899999999,-73.980179,40.761555,40.768661
-73.999016,-73.97496,40.76128,40.723147999999995
-73.987015,-73.96408100000001,40.757153,40.739216
-73.967857,-73.96979499999999,40.765353999999995,40.752720000000004
-73.996849,-73.982697,40.763870000000004,40.752609
-73.993202,-73.991241,40.733608000000004,40.722633
-73.992638,-73.98719,40.759338,40.758666999999996
-73.869446,-73.78181500000001,40.644688,40.834782000000004
-73.961525,-73.963516,40.777824,40.764069
-73.972702,-73.99073,40.756355,40.755154
-73.919678,-74.007065,40.741707,40.778099
-73.99209599999999,-73.952682,40.783669,40.762383
-74.00386,-73.955986,40.779053000000005,40.750889
-73.922081,-73.962738,40.758945000000004,40.818752
-73.95356,-73.946617,40.772442,40.779514
-73.981499,-73.98284100000001,40.75161,40.766040999999994
-73.872498,-73.86551700000001,40.770775,40.77446
-74.002739,-73.994415,40.75103,40.756153000000005
-73.99895500000001,-73.99754300000001,40.725487,40.738358000000005
-74.002762,-73.992058,40.731049,40.673221999999996
-73.992203,-73.977203,40.747765,40.742641
-73.979073,-73.988388,40.733337,40.723839
-73.99398000000001,-74.003922,40.725719,40.751427
-73.99762700000001,-73.981377,40.729095,40.729221
-73.984436,-73.972008,40.762733000000004,40.766971999999996
-74.00772099999999,-74.005013,40.72303,40.740711
-73.980965,-73.97513599999999,40.749813,40.7444
-73.991653,-73.981003,40.74765,40.749565000000004
-73.95423100000001,-73.974068,40.763268,40.778652
-73.975464,-73.976311,40.753643,40.743988
-73.997826,-74.010864,40.715678999999994,40.719311
-73.997948,-73.982765,40.764339,40.740959000000004
-73.990509,-73.949646,40.780701,40.761505
-73.971008,-73.974808,40.762402,40.751942
-73.956345,-73.961182,40.76527,40.770592
-74.007568,-73.981461,40.763046,40.741848
-73.983688,-73.96884200000001,40.712666,40.738209000000005
-73.87625899999999,-73.99078399999999,40.756088,40.768539000000004
-74.002716,-73.981415,40.766991,40.744709
-73.95525400000001,-73.954613,40.783955,40.779362
-74.00569200000001,-73.956039,40.778915000000005,40.740158
-73.99131,-73.985054,40.759521,40.750389
-73.987259,-73.991745,40.750484,40.767593
-73.991974,-74.010025,40.709888,40.755672
-73.968391,-73.998108,40.756355,40.767853
-73.953232,-73.953499,40.779701,40.784335999999996
-73.983345,-73.94937900000001,40.780926,40.74168
-73.981148,-73.97994200000001,40.765457,40.742062
-73.980194,-73.988548,40.749435,40.745917999999996
-73.984528,-74.001266,40.731178,40.727276
-73.99844399999999,-74.011131,40.710823,40.715553
-73.957787,-73.776764,40.645428,40.67535
-74.006248,-74.006615,40.738605,40.734432
-73.991692,-74.008812,40.71373,40.714690999999995
-73.986168,-73.96453100000001,40.807308,40.767315
-73.99041,-74.00125899999999,40.718971,40.750415999999994
-73.96624,-73.980774,40.751038,40.758571999999994
-73.98738900000001,-73.980377,40.745892,40.760071
-74.006737,-73.994926,40.760033,40.707127
-73.97834,-73.978111,40.763107,40.751511
-73.991653,-73.995644,40.754397999999995,40.765018
-73.982315,-73.957146,40.766445000000004,40.774963
-73.96209,-73.962227,40.767696,40.779354
-73.954773,-73.984894,40.748318,40.768932
-74.002365,-73.994476,40.722889,40.734505
-74.004646,-73.962257,40.662949,40.734486
-73.99838299999999,-73.996597,40.737942,40.75547
-73.98667900000001,-73.999268,40.734158,40.737778000000006
-73.956528,-73.988297,40.734524,40.771271
-73.995361,-74.003876,40.753017,40.752934
-73.99225600000001,-73.973518,40.747948,40.725165999999994
-74.0093,-73.993034,40.753006,40.738075
-73.97719599999999,-73.977898,40.761192,40.779247
-73.984894,-73.969009,40.764271,40.764278000000004
-73.951736,-73.959999,40.762347999999996,40.773410999999996
-73.974701,-73.949203,40.776871,40.783188
-74.015907,-73.987892,40.719921,40.704964000000004
-73.988602,-73.978821,40.737118,40.748795
-73.982056,-74.006287,40.733166,40.740726
-73.96698,-73.971115,40.782986,40.763958
-73.990677,-73.9813,40.781853000000005,40.751156
